id,session_id,timestamp,snore
1,9,"2025-03-24 12:22:16",1
2,9,"2025-03-24 12:22:20",1
3,9,"2025-03-24 12:22:23",1
4,9,"2025-03-24 12:22:26",1
5,9,"2025-03-24 12:22:29",1
6,9,"2025-03-24 12:22:33",1
7,10,"2025-03-24 12:38:05",1
8,10,"2025-03-24 12:38:09",1
9,10,"2025-03-24 12:38:13",1
10,10,"2025-03-24 12:38:17",1
11,10,"2025-03-24 12:38:20",1
20232,273,"2025-03-25 00:47:04",0
20233,273,"2025-03-25 00:47:07",0
20234,273,"2025-03-25 00:47:10",0
20235,273,"2025-03-25 00:47:13",0
20236,273,"2025-03-25 00:47:16",0
20237,273,"2025-03-25 00:47:19",0
20238,273,"2025-03-25 00:47:22",0
20239,273,"2025-03-25 00:47:25",0
20240,273,"2025-03-25 00:47:28",0
20241,273,"2025-03-25 00:47:31",0
20242,273,"2025-03-25 00:47:34",0
20243,273,"2025-03-25 00:47:37",0
20244,273,"2025-03-25 00:47:40",0
20245,273,"2025-03-25 00:47:43",0
20246,273,"2025-03-25 00:47:46",0
20247,273,"2025-03-25 00:47:49",0
20248,273,"2025-03-25 00:47:52",0
20249,273,"2025-03-25 00:47:55",0
20250,273,"2025-03-25 00:47:58",0
20251,273,"2025-03-25 00:48:01",0
20252,273,"2025-03-25 00:48:04",0
20253,273,"2025-03-25 00:48:07",0
20254,273,"2025-03-25 00:48:10",0
20255,273,"2025-03-25 00:48:13",0
20256,273,"2025-03-25 00:48:16",0
20257,273,"2025-03-25 00:48:19",0
20258,273,"2025-03-25 00:48:22",0
20259,273,"2025-03-25 00:48:25",0
20260,273,"2025-03-25 00:48:28",0
20261,273,"2025-03-25 00:48:31",0
20262,273,"2025-03-25 00:48:34",0
20263,273,"2025-03-25 00:48:37",0
20264,273,"2025-03-25 00:48:40",0
20265,273,"2025-03-25 00:48:43",0
20266,273,"2025-03-25 00:48:46",0
20267,273,"2025-03-25 00:48:49",0
20268,273,"2025-03-25 00:48:52",0
20269,273,"2025-03-25 00:48:55",0
20270,273,"2025-03-25 00:48:58",0
20271,273,"2025-03-25 00:49:01",0
20272,273,"2025-03-25 00:49:04",0
20273,273,"2025-03-25 00:49:07",0
20274,273,"2025-03-25 00:49:10",0
20275,273,"2025-03-25 00:49:13",0
20276,273,"2025-03-25 00:49:16",0
20277,273,"2025-03-25 00:49:19",0
20278,273,"2025-03-25 00:49:22",0
20279,273,"2025-03-25 00:49:25",0
20280,273,"2025-03-25 00:49:28",0
20281,273,"2025-03-25 00:49:31",0
20282,273,"2025-03-25 00:49:34",0
20283,273,"2025-03-25 00:49:37",0
20284,273,"2025-03-25 00:49:40",0
20285,273,"2025-03-25 00:49:43",0
20286,273,"2025-03-25 00:49:46",0
20287,273,"2025-03-25 00:49:49",0
20288,273,"2025-03-25 00:49:52",0
20289,273,"2025-03-25 00:49:55",0
20290,273,"2025-03-25 00:49:58",0
20291,273,"2025-03-25 00:50:01",0
20292,273,"2025-03-25 00:50:04",0
20293,273,"2025-03-25 00:50:07",0
20294,273,"2025-03-25 00:50:10",0
20295,273,"2025-03-25 00:50:13",0
20296,273,"2025-03-25 00:50:16",0
20297,273,"2025-03-25 00:50:19",0
20298,273,"2025-03-25 00:50:22",0
20299,273,"2025-03-25 00:50:25",0
20300,273,"2025-03-25 00:50:28",0
20301,273,"2025-03-25 00:50:31",0
20302,273,"2025-03-25 00:50:34",0
20303,273,"2025-03-25 00:50:37",0
20304,273,"2025-03-25 00:50:40",0
20305,273,"2025-03-25 00:50:43",0
20306,273,"2025-03-25 00:50:46",0
20307,273,"2025-03-25 00:50:49",0
20308,273,"2025-03-25 00:50:52",0
20309,273,"2025-03-25 00:50:55",0
20310,273,"2025-03-25 00:50:58",0
20311,273,"2025-03-25 00:51:01",0
20312,273,"2025-03-25 00:51:04",0
20313,273,"2025-03-25 00:51:07",0
20314,273,"2025-03-25 00:51:10",0
20315,273,"2025-03-25 00:51:13",0
20316,273,"2025-03-25 00:51:16",0
20317,273,"2025-03-25 00:51:19",0
20318,273,"2025-03-25 00:51:22",0
20319,273,"2025-03-25 00:51:25",0
20320,273,"2025-03-25 00:51:28",0
20321,273,"2025-03-25 00:51:31",0
20322,273,"2025-03-25 00:51:34",0
20323,273,"2025-03-25 00:51:37",0
20324,273,"2025-03-25 00:51:40",0
20325,273,"2025-03-25 00:51:43",0
20326,273,"2025-03-25 00:51:46",0
20327,273,"2025-03-25 00:51:49",0
20328,273,"2025-03-25 00:51:52",0
20329,273,"2025-03-25 00:51:55",0
20330,273,"2025-03-25 00:51:58",0
20331,273,"2025-03-25 00:52:01",0
20332,273,"2025-03-25 00:52:04",0
20333,273,"2025-03-25 00:52:07",0
20334,273,"2025-03-25 00:52:10",0
20335,273,"2025-03-25 00:52:13",0
20336,273,"2025-03-25 00:52:16",0
20337,273,"2025-03-25 00:52:19",0
20338,273,"2025-03-25 00:52:22",0
20339,273,"2025-03-25 00:52:25",0
20340,273,"2025-03-25 00:52:28",0
20341,273,"2025-03-25 00:52:31",0
20342,273,"2025-03-25 00:52:34",0
20343,273,"2025-03-25 00:52:37",0
20344,273,"2025-03-25 00:52:40",0
20345,273,"2025-03-25 00:52:43",0
20346,273,"2025-03-25 00:52:46",0
20347,273,"2025-03-25 00:52:49",0
20348,273,"2025-03-25 00:52:52",0
20349,273,"2025-03-25 00:52:55",0
20350,273,"2025-03-25 00:52:58",0
20351,273,"2025-03-25 00:53:01",0
20352,273,"2025-03-25 00:53:04",0
20353,273,"2025-03-25 00:53:07",0
20354,273,"2025-03-25 00:53:10",0
20355,273,"2025-03-25 00:53:13",0
20356,273,"2025-03-25 00:53:16",0
20357,273,"2025-03-25 00:53:19",0
20358,273,"2025-03-25 00:53:22",0
20359,273,"2025-03-25 00:53:25",0
20360,273,"2025-03-25 00:53:28",0
20361,273,"2025-03-25 00:53:31",0
20362,273,"2025-03-25 00:53:34",0
20363,273,"2025-03-25 00:53:37",0
20364,273,"2025-03-25 00:53:40",0
20365,273,"2025-03-25 00:53:43",0
20366,273,"2025-03-25 00:53:46",0
20367,273,"2025-03-25 00:53:49",0
20368,273,"2025-03-25 00:53:52",0
20369,273,"2025-03-25 00:53:55",0
20370,273,"2025-03-25 00:53:58",0
20371,273,"2025-03-25 00:54:01",0
20372,273,"2025-03-25 00:54:04",0
20373,273,"2025-03-25 00:54:07",0
20374,273,"2025-03-25 00:54:10",0
20375,273,"2025-03-25 00:54:13",0
20376,273,"2025-03-25 00:54:16",0
20377,273,"2025-03-25 00:54:19",0
20378,273,"2025-03-25 00:54:22",0
20379,273,"2025-03-25 00:54:25",0
20380,273,"2025-03-25 00:54:28",0
20381,273,"2025-03-25 00:54:31",0
20382,273,"2025-03-25 00:54:34",0
20383,273,"2025-03-25 00:54:37",0
20384,273,"2025-03-25 00:54:40",0
20385,273,"2025-03-25 00:54:43",0
20386,273,"2025-03-25 00:54:46",0
20387,273,"2025-03-25 00:54:49",0
20388,273,"2025-03-25 00:54:52",0
20389,273,"2025-03-25 00:54:55",0
20390,273,"2025-03-25 00:54:58",0
20391,273,"2025-03-25 00:55:01",0
20392,273,"2025-03-25 00:55:04",0
20393,273,"2025-03-25 00:55:07",0
20394,273,"2025-03-25 00:55:10",0
20395,273,"2025-03-25 00:55:13",0
20396,273,"2025-03-25 00:55:16",0
20397,273,"2025-03-25 00:55:19",0
20398,273,"2025-03-25 00:55:22",0
20399,273,"2025-03-25 00:55:25",0
20400,273,"2025-03-25 00:55:28",0
20401,273,"2025-03-25 00:55:31",0
20402,273,"2025-03-25 00:55:34",0
20403,273,"2025-03-25 00:55:37",0
20404,273,"2025-03-25 00:55:40",0
20405,273,"2025-03-25 00:55:43",0
20406,273,"2025-03-25 00:55:46",0
20407,273,"2025-03-25 00:55:49",0
20408,273,"2025-03-25 00:55:52",0
20409,273,"2025-03-25 00:55:55",0
20410,273,"2025-03-25 00:55:58",0
20411,273,"2025-03-25 00:56:01",0
20412,273,"2025-03-25 00:56:04",0
20413,273,"2025-03-25 00:56:07",0
20414,273,"2025-03-25 00:56:10",0
20415,273,"2025-03-25 00:56:13",0
20416,273,"2025-03-25 00:56:16",0
20417,273,"2025-03-25 00:56:19",0
20418,273,"2025-03-25 00:56:22",0
20419,273,"2025-03-25 00:56:25",0
20420,273,"2025-03-25 00:56:28",0
20421,273,"2025-03-25 00:56:31",0
20422,273,"2025-03-25 00:56:34",0
20423,273,"2025-03-25 00:56:37",0
20424,273,"2025-03-25 00:56:40",0
20425,273,"2025-03-25 00:56:43",0
20426,273,"2025-03-25 00:56:46",0
20427,273,"2025-03-25 00:56:49",0
20428,273,"2025-03-25 00:56:52",0
20429,273,"2025-03-25 00:56:55",0
20430,273,"2025-03-25 00:56:58",0
20431,273,"2025-03-25 00:57:01",0
20432,273,"2025-03-25 00:57:04",0
20433,273,"2025-03-25 00:57:07",0
20434,273,"2025-03-25 00:57:10",0
20435,273,"2025-03-25 00:57:13",0
20436,273,"2025-03-25 00:57:16",0
20437,273,"2025-03-25 00:57:19",0
20438,273,"2025-03-25 00:57:22",0
20439,273,"2025-03-25 00:57:25",0
20440,273,"2025-03-25 00:57:28",0
20441,273,"2025-03-25 00:57:31",0
20442,273,"2025-03-25 00:57:34",0
20443,273,"2025-03-25 00:57:37",0
20444,273,"2025-03-25 00:57:40",0
